date,relevance_score,category,rationale,evidence_spans
2024-10-19,0.92,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""Intuitive Surgical price target raised to $525 from $475 at Stifel"", ""fel analyst Rick Wise raised the firm’s price target on Intuitive Surgical (ISRG) to $525 fr""]"
2024-10-19,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""AI Leaders Broadcom, SentinelOne Lead 5 Stocks Near Buy Points""]"
2024-10-19,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""Intuitive Surgical Third Quarter 2024 Earnings: Beats Expectations"", ""rter 2024 Results Key Financial Results Revenue: US$2.04b (up 17% from 3Q...""]"
2024-10-21,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical: The Da Vinci Code"", ""Intuitive Surgical, world leader in robot-assisted surgery""]"
2024-10-21,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Results: Intuitive Surgical, Inc. Exceeded Expectations And The Con"", ""Its been a good week for Intuitive Surgical, Inc. ( NASDAQ:ISRG ) shareholders, bec""]"
2024-10-22,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical continues to be one of the markets hott""]"
2024-10-22,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Eaton Vance Worldwide Health Sciences Fund Sharpens Focus on Humana Inc in Q3 2024""]"
2024-10-22,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""AI Leaders Broadcom And SentinelOne Lead 5 Stocks Near Buy Points""]"
2024-10-23,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical (ISRG) Is Considered a Good Investment"", ""average brokerage recommendation (ABR), Intuitive Surgical (ISRG) should be added to ones portfoli""]"
2024-10-23,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Thermo Fisher Q3 Earnings Top Estimates, Revenues Miss, Stock Dips""]"
2024-10-23,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""ntuitive Surgical (NASDAQ:ISRG) Stock’s Valuation Gotten Out of Hand?"", ""years, recognizing its dominance in the robotic-assisted surgery market and praising its sustained doubl""]"
2024-10-25,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Got $1,000? 2 Healthcare Stocks to Buy and Hold Forever.""]"
2024-10-25,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical : Statement of Changes in Beneficial Ow""]"
2024-10-28,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Deborah Kilpatrick Joins Sonder Capital as its Newest Venture Partner""]"
2024-10-29,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Inc. stock outperforms competitors on s"", ""Intuitive Surgical Inc. stock outperforms competitors on s""]"
2024-10-30,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical, Inc. (ISRG): Among UBS’ Top Tech Based"", ""e, we are going to take a look at where Intuitive Surgical, Inc. (NASDAQ:ISRG) stands against the""]"
2024-10-30,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Inc. stock underperforms Wednesday when"", ""Intuitive Surgical Inc. stock underperforms Wednesday when""]"
2024-10-31,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Brainsway Ltd. Sponsored ADR (BWAY) and Intuitive Surgical, Inc. (ISRG) have performed compared to""]"
2024-10-31,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Why IBD Stock Of The Day Intuitive Surgical Is Eyeing Yet Another Breakout"", ""Intuitive Surgical stock is Wednesdays IBD Stock Of The Da""]"
2024-11-01,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Healthcare Investing Finding Growth Beyond Pharmaceuticals""]"
2024-11-01,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Inc. stock underperforms Friday when co"", ""Intuitive Surgical Inc. stock underperforms Friday when co""]"
2024-11-06,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Tracking Baillie Giffords 13F Portfolio - Q3 2024 Update""]"
2024-11-06,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""3 Robotic Stocks To Play AI As Nvidia Rally Slows""]"
2024-11-07,0.34,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Inc. stock rises Wednesday, still under"", ""Intuitive Surgical Inc. stock rises Wednesday, still under""]"
2024-11-08,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Wall Street Analysts Think Intuitive Surgical (ISRG) Is a Good Investment: Is It?"", ""rage brokerage recommendation (ABR) for Intuitive Surgical (ISRG) is equivalent to a Buy. The over""]"
2024-11-09,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""3 Soaring Stocks to Hold for the Next 20 Years""]"
2024-11-10,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical (ISRG): The Hidden Gem in Robotics Stoc"", ""e, we are going to take a look at where Intuitive Surgical, Inc. (NASDAQ:ISRG) stands against othe""]"
2024-11-12,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Will ISRG Stock Continue Its Uptrend After Gainin"", ""Intuitive Surgical has maintained an uptrend so far this y""]"
2024-11-14,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""ive Surgicals business model thrives on recurring revenue from disposable instruments and mainten""]"
2024-11-14,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Inc. stock outperforms competitors desp"", ""Intuitive Surgical Inc. stock outperforms competitors desp""]"
2024-11-14,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""J&J MedTech wins IDE for Ottava to greenlight trials for surgical robot""]"
2024-11-14,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""BlackRock Global Equity Market Neutral Fund Q3 2024 Commentary""]"
2024-11-14,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Tracking Jeremy Granthams GMO Capital Portfolio - Q3 2024 Update""]"
2024-11-15,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical: The Price For Its Excellence Is Too Hi"", ""Is Intuitive Surgical a buy or hold? Find out why the leading""]"
2024-11-16,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""Ignore The Valuation And Buy The Growth In Intuitive Surgica"", ""Surgical (ISRG) is set to roll out its Da Vinci 5 robot in 2025. This positions the compa""]"
2024-11-16,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Inc. stock underperforms Friday when co"", ""Intuitive Surgical Inc. stock underperforms Friday when co""]"
2024-11-18,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Is Intuitive Surgical (ISRG) Outperforming Other Medical Stoc"", ""Here is how Intuitive Surgical, Inc. (ISRG) and Atossa Genetics Inc. (""]"
2024-11-19,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Is Breaking Ground"", ""Intuitive Surgical has an impressive portfolio of assets w""]"
2024-11-20,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""XLV: Healthcare Stocks In Critical Condition (Rating Downgrade)""]"
2024-11-20,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""BlackRock Unconstrained Equity Fund Q3 2024 Commentary""]"
2024-11-20,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""room to run. The stocks are: AXON, UAL, ISRG, SFM, FOX.""]"
2024-11-25,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Wall Street Bulls Look Optimistic About Intuitive Surgical (ISRG): Should You Buy?"", ""rage brokerage recommendation (ABR) for Intuitive Surgical (ISRG) is equivalent to a Buy. The over""]"
2024-11-26,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Invesco Health Care Fund Q3 2024 Commentary""]"
2024-11-26,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Reasons to Retain Intuitive Surgical Stock in Your Portfolio Now"", ""ISRGs strength in robotics continues to rais""]"
2024-11-27,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Thankful Investors - Last 20 Years""]"
2024-11-28,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""ical devices: DexCom (NASDAQ: DXCM) and Intuitive Surgical (NASDAQ: ISRG).  DexCom has encountered""]"
2024-12-03,0.34,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Inc. stock rises Monday, still underper"", ""Intuitive Surgical Inc. stock rises Monday, still underper""]"
2024-12-03,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""ack, discussing robotic surgery pioneer Intuitive Surgical’s continuing dominance in the market.""]"
2024-12-03,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""rgan Stanley Maintains Positive MedTech Outlook Despite Setbacks in 2024, Upgrades Intu"", ""Last year, Morgan Stanley upgraded its outlook for the U.S. MedTech sector to “Attract""]"
2024-12-04,0.34,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical, Inc. (ISRG): A Bull Case Theory"", ""We came across a bullish thesis on Intuitive Surgical, Inc. (ISRG) on Substack by Kontra Inve""]"
2024-12-04,0.92,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""Pointwealth Capital Management CEO & Founder Sandra Cho joins Wealth to di""]"
2024-12-04,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""ing growing optimism about the companys earnings prospects. This might drive the stock h""]"
2024-12-05,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical, Inc. (ISRG) Beats Stock Market Upswing"", ""In the latest trading session, Intuitive Surgical, Inc. (ISRG) closed at $549.80, marking""]"
2024-12-06,0.34,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""ISRG Stock Reaches All-Time High: Strength i"", ""Intuitive Surgical has maintained an uptrend so far this y""]"
2024-12-06,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Columbia Select Large Cap Growth Fund Q3 2024 Commentary""]"
2024-12-06,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""if., Dec. 05, 2024 (GLOBE NEWSWIRE) -- (NASDAQ:ISRG) The peer-reviewed Annals of Surgery pu""]"
2024-12-09,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""ptions Traders Betting on a Big Move in Intuitive Surgical (ISRG) Stock?"", ""nvestors need to pay close attention to Intuitive Surgical (ISRG) stock based on the movements in""]"
2024-12-10,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Intuitive’s da Vinci beats non-robotic surgeries in cancer study meta-analysis""]"
2024-12-11,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Tracking Ole Andreas Halvorsens Viking Global Portfolio - Q3 2024 Update""]"
2024-12-12,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Market Mania Won’t Last. Buy These Stocks to Weather the Storm, Analyst Says.""]"
2024-12-14,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Best Way To Invest $100,000: Build An 8-Stock Portfolio For Growth And Value""]"
2024-12-14,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical, Inc. (ISRG) Stock Moves -0.94%: What Y"", ""Intuitive Surgical, Inc. (ISRG) concluded the recent tradi""]"
2024-12-17,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Palantir’s high valuation paints a stark picture of the S&P 500’s priciest picks""]"
2024-12-17,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Prediction: 2 Stocks Thatll Be Worth More Than Palantir 5 Years From Now""]"
2024-12-18,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""The Gabelli Growth Fund Q3 2024 Commentary""]"
2024-12-19,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""Intuitive Surgical price target raised to $640 from $570 at Truist"", ""lyst Richard Newitter raised the firm’s price target on Intuitive Surgical (ISRG) to $640 fr""]"
2024-12-19,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Intuitive Surgicals Moat In Robotic Surgery Is Untouchable""]"
2024-12-19,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""The Gabelli Global Growth Fund Q3 2024 Commentary""]"
2024-12-20,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Impax Global Social Leaders Fund Q3 2024 Commentary""]"
2024-12-20,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical, Inc. (ISRG) Declines More Than Market:"", ""Intuitive Surgical, Inc. (ISRG) closed the most recent tra""]"
2024-12-21,0.34,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Inc. stock rises Friday, still underper"", ""Intuitive Surgical Inc. stock rises Friday, still underper""]"
2024-12-23,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Hartford Healthcare Fund Q3 2024 Commentary""]"
2024-12-23,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Tracking Philippe Laffonts Coatue Management Portfolio - Q3 2024 Update""]"
2024-12-26,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Healthcare: Why the sector underperformed in 2024""]"
2024-12-27,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical, Inc. (ISRG) Rises As Market Takes a Di"", ""In the most recent trading session, Intuitive Surgical, Inc. (ISRG) closed at $538.83, indicat""]"
2024-12-27,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""itive Surgical (ISRG) stocks growth and valuation, highlighting potential risks and futur""]"
2024-12-28,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Morgan Stanley Sees Potential Growth in These 2 Surgical Robotic Stocks""]"
2024-12-28,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""2 No-Brainer Healthcare Stocks to Buy With $1,000 Right Now""]"
2024-12-28,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical, Inc. (ISRG) Stock Moves -0.73%: What Y"", ""The latest trading day saw Intuitive Surgical, Inc. (ISRG) settling at $534.88, repre""]"
2024-12-31,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""The MaM Portfolio: Full Year 2024 Update - 2 Years Of Alpha""]"
2024-12-31,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Boston Scientific Corporation: Solid Financials And Upward Continuation""]"
2025-01-02,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""(ISRG) Beat Estimates Again in Its Next Earnings Report?"", ""itive Surgical (ISRG) has an impressive earnings surprise history and currently possesse""]"
2025-01-02,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""The world leader in surgical robotics has seen its sales - from $139 milli""]"
2025-01-03,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""imally invasive care and the pioneer of robotic-assisted surgery, today announced executive leadership p""]"
2025-01-03,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical, Inc. (ISRG) Ascends While Market Falls"", ""Intuitive Surgical, Inc. (ISRG) reachead $524.03 at the cl""]"
2025-01-03,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Inc. stock underperforms Thursday when"", ""Intuitive Surgical Inc. stock underperforms Thursday when""]"
2025-01-06,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Healthcare Stocks Are Down and Out. Opportunities Abound.""]"
2025-01-06,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""rporation in the healthcare industry is Intuitive Surgical (NASDAQ: ISRG).  Intuitive Surgicals be""]"
2025-01-07,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""ClearBridge Large Cap Growth Strategy Q4 2024 Commentary""]"
2025-01-08,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""CURE: Analyst Estimates Point To Significant Gains In 2025""]"
2025-01-08,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""The Easy Money Has Been Made in Options. What to Do Now.""]"
2025-01-08,0.34,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Cramer’s Bullish Call: Why Intuitive Surgical (ISRG) Should Be on Your Radar"", ""e, we are going to take a look at where Intuitive Surgical, Inc. (NASDAQ:ISRG) stands against othe""]"
2025-01-08,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Inc. stock underperforms Tuesday when c"", ""Intuitive Surgical Inc. stock underperforms Tuesday when c""]"
2025-01-09,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Physical AI: An All-Robotics Portfolio Sleeve, Preparing For Thor""]"
2025-01-15,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Intuitive Announces Preliminary Fourth Quarter and Full Year 2024 Results""]"
2025-01-15,0.34,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Stock Jumps. ‘Da Vinci’ Robots Guide th"", ""Intuitive Surgical Stock Jumps. ‘Da Vinci’ Robots Guide th""]"
2025-01-15,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""Intuitive Surgical : Q4 2024 Financial Data Tables""]"
2025-01-15,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical, Inc. (ISRG) 43rd Annual J.P. Morgan He"", ""Intuitive Surgical, Inc. (NASDAQ:ISRG) 43rd Annual J.P.""]"
2025-01-15,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""ValuEngines Top 10 Stocks For 2025""]"
2025-01-16,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical : J.P. Morgan Healthcare Conference 202""]"
2025-01-16,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""Intuitive Surgical Breaks Out After Robotic Surgery Giant"", ""Intuitive Surgical Breaks Out After Robotic Surgery Giant""]"
2025-01-17,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Stock Market Rises On Tame Inflation, Bank Earnings: Weekly Review""]"
2025-01-18,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Netflix, Procter & Gamble, Johnson & Johnson Report Results In Holiday-Shortened Week""]"
2025-01-19,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""The Week Ahead""]"
2025-01-19,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Wall Street Week Ahead""]"
2025-01-20,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Becton, Dickinson: Hold, Momentum Is Gaining, Just Need More Growth""]"
2025-01-20,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move intuitive surgical next week.","[""Intuitive Surgical: Second Half 2025 Guidance Is Critical To Maintaining Current Euph"", ""Intuitive Surgicals strong revenue growth and new product rollouts drive s""]"
2025-01-20,0.06,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""IYH: Healthcare Dashboard For January""]"
2025-01-21,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Trump is a ‘wild card’ for the stock market, this trader says. He’s buckling up.""]"
2025-01-21,0.48,Indirectly Related,Mentions intuitive surgical or sector/peer factors with plausible but weaker near-term impact on intuitive surgical.,"[""By Connor Hart Intuitive Surgical is buying out its technology distributo""]"
2025-01-21,0.12,Unrelated,General market or unrelated content with no expected near-term effect on intuitive surgical.,"[""Intuitive Announces Plans to Establish Direct Presence in Italy, Spain, Portugal""]"
