date,relevance_score,category,rationale,evidence_spans
2024-10-22,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk plans label expansion for Rybelsus following Phase III win"", ""The oral semaglutide reduced the occurrence of major adverse""]"
2024-10-22,0.06,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Baron International Growth Fund Q3 2024 Shareholder Letter""]"
2024-10-22,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Large Drug Stocks Likely to Outpace Q3 Earnings Estimates"", ""BIIB, which are poised to beat on third-quarter earnings.""]"
2024-10-22,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""NVOs Rybelsus Meets Primary Goal in MACE Study for Diabetes Patients""]"
2024-10-22,0.48,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Novo Nordisk: Be Cautious About Buying The Dip"", ""Novo Nordisk faces competition from Eli Lilly in new""]"
2024-10-23,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Oral GLP-1 receptor agonist Rybelsus reduces risk of cardiovascular events in type 2 diabetes patients""]"
2024-10-23,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""These 2 Medical Stocks Could Beat Earnings: Why They Should Be on Your Radar""]"
2024-10-23,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""ovo Nordisk (NVO): Consistent Growth in Diabetes and Obesity Care""]"
2024-10-23,0.48,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""The Zacks Analyst Blog Highlights Novo Nordisk, Novartis, Pfizer, Regeneron Pharmaceut"", ""Novo Nordisk, Novartis, Pfizer, Regeneron Pharmaceut""]"
2024-10-23,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""aid programs covered the drugs to treat obesity as of July 2024 with some limits on use""]"
2024-10-23,0.48,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Why Novo Nordisk (NVO) Dipped More Than Broader Market T"", ""Novo Nordisk (NVO) closed at $116.47 in the latest t""]"
2024-10-24,0.92,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Ozempic maker Novo Nordisk wants the FDA to cra"", ""Ozempic maker Novo Nordisk (NVO) is asking the""]"
2024-10-24,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Is Eli Lilly Stock A Sell After U.K. Officials — But"", ""Eli Lilly stock is under pressure after Alzheimer""]"
2024-10-24,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Update: Market Chatter: Catalent-Novo Holdings Deal Opposed by Roche CEO""]"
2024-10-24,0.92,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Compounded GLP-1s are a symptom of supply shortage: Ro C"", ""Competition in the GLP-1 market is intensifying as new players p""]"
2024-10-24,0.92,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Catalent stock faces uncertainty as several phar""]"
2024-10-24,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Drugs like Wegovy may trim your waistline but not medical""]"
2024-10-24,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Ozempic May Reduce the Risk of Alzheimer’s. Tha"", ""Ozempic and Wegovy, the two brand names under w""]"
2024-10-24,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Precision BioSciences to Report Q3 Earnings: Whats in the Cards?""]"
2024-10-24,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk Lashes Out at Wegovy Copycats. What It Means for Hims & Hers"", ""anish drugmaker asked the agency to put semaglutide, the active ingredient in Wegovy and Oz""]"
2024-10-24,0.48,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Danish Sovereign AI Supercomputer That Novo Nordisk Will Use"", ""Pharmaceutical giant Novo Nordisk plans to use Denmarks first sovereign a""]"
2024-10-25,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""European Equities Close Slightly Higher in Thursday Trading; Eurozone Business Activity Declines Again""]"
2024-10-25,0.92,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Ozempic and Alzheimers, 23andMes crisis, and No"", ""between NovoNordisk’s blockbuster drug Ozempic and a reduced risk of Alzheimer’s disea""]"
2024-10-25,0.92,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""ists “desperation” by Novo Nordisk over semaglutide copycat block"", ""Novo Nordisk has asked the FDA to add semaglutide to a list that would effectively block""]"
2024-10-26,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""r Novo Nordisk (Hint: It Doesnt Involve Ozempic)"", ""Novo Nordisk just released data from a clinical trial featuring its oral semaglutide treatmen""]"
2024-10-26,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Artisan Global Opportunities Fund Q3 2024 Commentary""]"
2024-10-26,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Pharma Stock Roundup: RHHBY Earnings, Drug Pipeline & Regulatory News""]"
2024-10-26,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Ozempic and other weight loss drugs arent lower"", ""GLP-1 drugs like Wegovy (NVO) might help with""]"
2024-10-27,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Why compounders and telehealth providers are undeterred by the potenti"", ""lockbuster weight-loss drugs Wegovy and Zepbound despite the long-term threat to busines""]"
2024-10-27,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""ting in Novo Nordisk At The Dawn of The GLP-1 Revolution?"", ""Novo Nordisk dominates diabetes treatment and obesity care, but one cli""]"
2024-10-28,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Collegium Pharmaceutical to Report Q3 Earnings: Whats in the Cards?""]"
2024-10-28,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk A/S - share repurchase programme"", ""7 August 2024, Novo Nordisk initiated a share repurchase programme in accordance with Article 5""]"
2024-10-28,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Eli Lilly’s weight-loss drug Mounjaro set for Hon"", ""Eli Lilly&Co. (NYSE:LLY) plans to start selling i""]"
2024-10-29,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Zoetis Gears Up to Report Q3 Earnings: Whats in the Offing?""]"
2024-10-29,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk’s Bold Share Repurchase Strategy"", ""Nordisk has been actively engaged in a share repurchase program, aiming to buy back B shares wo""]"
2024-10-29,0.48,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""1 Huge New Reason to Buy Eli Lilly or Novo Nordisk Stock Right Now and Hold It Forever""]"
2024-10-29,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""to be the big stock market winner from obesity drugs. Analysts expect the Danish compa""]"
2024-10-29,0.48,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Novo Nordisk (NVO) Stock Falls Amid Market Uptick: W"", ""In the latest trading session, Novo Nordisk (NVO) closed at $112.46, marking a -0.8""]"
2024-10-30,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Third quarter Mounjaro and Zepbound sales, while up substantia""]"
2024-10-30,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Taking A Look At Eli Lillys Q3 2024 Revenue Miss Amid Supply Chain""]"
2024-10-30,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Can Mounjaro, Zepbound Help Eli Lilly Top Earnings E"", ""kely to be on the sales numbers of LLYs tirzepatide medicines, Mounjaro and Zepbound.""]"
2024-10-30,0.48,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""The Zacks Analyst Blog Apple, Novo Nordisk, RTX and FONAR"", ""Apple, Novo Nordisk, RTX and FONAR are included in this Ana""]"
2024-10-30,0.48,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Top Research Reports for Apple, Novo Nordisk & RTX"", ""or stocks, including Apple Inc. (AAPL), Novo Nordisk A/S (NVO) and RTX Corporation (RTX), as""]"
2024-10-30,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Eli Lilly Stock Tumbles as Q3 Sales, Profits Fall"", ""Eli Lilly shares sank 12% Wednesday morning after""]"
2024-10-30,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Novo takes big step toward ending Ozempic, Wegovy shortages""]"
2024-10-30,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Eli Lilly: The Stock Might Have Peaked"", ""Eli Lilly and Company disappointed with missed ea""]"
2024-10-30,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Wall Street Lunch: Super Micro Computer Loses 30%""]"
2024-10-30,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Lillys Q3 Earnings Miss, Mounjaro, Zepbound Disappoint, Stock Tanks"", ""Eli Lilly misses third-quarter estimates for earn""]"
2024-10-30,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Eli Lilly stock sinks after Q3 earnings miss Wall"", ""Eli Lilly is set to report Q3 earnings Wednesday,""]"
2024-10-31,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""InMode: A Deep Dive After Q3 Earnings""]"
2024-10-31,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Amgen Laser-Focused On Its Weight-Loss Shot As New Rival Pfizer Follows, Says CFO""]"
2024-10-31,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Knockoff weight loss drugs are having a moment. Eli Lilly isnt wor"", ""Eli Lilly (LLY) CEO David Ricks said the sale of""]"
2024-10-31,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""AbbVie: 3 Positives From The Earnings Report""]"
2024-10-31,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Eli Lilly plans to begin advertising weight-loss"", ""Eli Lilly is preparing to advertise its blockbust""]"
2024-11-01,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Novo Nordisks Semaglutide Trial Shows Superior Improvement in Liver Fibrosis, MASH""]"
2024-11-01,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk Says Wegovy Improved Patients’ Liver Disease"", ""(Bloomberg) -- Novo Nordisk A/S’s Wegovy helped treat an obesity-associated live""]"
2024-11-01,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Popular Weight Loss Drug Wegovy Shows Encouraging Results in Liver Fibr"", ""ults from part 1 of the ongoing ESSENCE Phase 3 trial, a 240-week trial in 1,200 adults""]"
2024-11-01,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Novo, with new results, to seek approval for obesity drug in MASH""]"
2024-11-02,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Why iShares’ Europe ETF (IEUR) May Be Attractive for U.S. Investors""]"
2024-11-02,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Madrigal Catapults After Novos Wegovy Proves Its No Silver Bullet In MASH"", ""ished not game-changing results for its MASH treatment.""]"
2024-11-02,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Election Day, Fed decision, earnings: What to Watch Next Week"", ""otable companies reporting their latest earnings results include Palantir Technologies (""]"
2024-11-02,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""key events like elections, Fed meeting, earnings reports.""]"
2024-11-02,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk Reports Positive ESSENCE Trial Results"", ""sing results from the first part of its ESSENCE trial, showing that its drug semaglutide 2.4""]"
2024-11-03,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Madrigal, 89Bio jump after Novo’s semaglutide shows promise in MASH"", ""r disease metabolic steatohepatitis, or MASH, are rallying after Novo Nordisk (NVO)""]"
2024-11-03,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""l election, Fed interest rate decision, earnings from Palantir, Novo Nordisk, Toyota""]"
2024-11-03,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Amgen: A Biotech Giant Offering Value And Growth In A Fr""]"
2024-11-03,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""ffra Gains Traction In NASH As Madrigal Pharmaceuticals Targets European Expansion"", ""Madrigal Pharmaceuticals Rezdiffra has favorable initial market""]"
2024-11-04,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""FTSE 100 LIVE: European markets mixed ahead of US election and UK interest rate decision""]"
2024-11-04,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""reports positive data from part one of semaglutide trial for MASH"", ""k study that involves 1,200 adults with MASH and stage two or three liver fibrosis.""]"
2024-11-04,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Novo inks Ascendis deal to develop long-acting GLP-1, other metabolic drugs""]"
2024-11-04,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Big Pharma’s Obesity Bonanza Faces New Tests""]"
2024-11-04,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Endeveco Bio spin-off to launch obesity trial""]"
2024-11-04,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""anish town where weight-loss wonderdrug Ozempic is made suffers from the highest rates"", ""fortunes of residents in a major Danish manufacturing hub.""]"
2024-11-04,0.34,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Wall Street Bulls Look Optimistic About Novo Nordisk (NVO): Should You Buy?"", ""ommendation (ABR), one should invest in Novo Nordisk (NVO). It is debatable whether this hig""]"
2024-11-04,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Viking Tops Novo As Obesity Pill Brawl Continues; But Shares Slash Massi"", ""better than investors expectations the obesity pill to outperform the placebo by 5% to 6%,""]"
2024-11-04,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""A new weight loss pill outperformed Novo Nordisks version""]"
2024-11-04,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk Before Q3 Earnings: How Should Investors Play the Stock?"", ""NVOs third-quarter revenues are expected to have been driv""]"
2024-11-05,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""s Think of Novo Nordisks Stock Ahead of Earnings"", ""Novo Nordisk reports earnings Wednesday morning, with sales of blockb""]"
2024-11-05,0.48,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Ascendis, Novo Nordisk to Develop, Commercialize Products in M"", ""Ascendis, Novo Nordisk to Develop, Commercialize Products in M""]"
2024-11-05,0.92,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Wegovy Manufacturer Inks Multi-Million Deal Fo"", ""ide license. The pact will focus on the TransCon technology platform to develop, manufacture, and c""]"
2024-11-05,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Ozempic maker Novo Nordisk is working on a once"", ""he maker of blockbuster weight-loss and diabetes drugs Wegovy and Ozempic, has entered a""]"
2024-11-05,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Viking Therapeutics stock falling amid results for new GLP-1 pill""]"
2024-11-05,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""Hims stock jumped late Monday after the online pharmacy beat expectations, helped by Hims & Her""]"
2024-11-05,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""sk Secures License for Ascendis Pharmas Obesity Drug Technology"", ""The main project is a once-monthly GLP-1 receptor agonist for obesity and type 2""]"
2024-11-05,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""4-Factor Dividend Growth Portfolio: FY3 Rebalance And 21.57% Long-Term CAGR""]"
2024-11-05,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""pular weight-loss drugs like Wegovy and Zepbound skyrockets, patients are taking dosage""]"
2024-11-05,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Allurion boasts over 17% weight loss with swallowable balloon device""]"
2024-11-05,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","["") an exclusive worldwide license to the TransCon technology platform to develop, manufacture and co""]"
2024-11-05,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Catalent misses Q1 revenue estimates ahead of $1"", ""Nordisks popular weight-loss treatment Wegovy.  Novo Holdings, the investment firm th""]"
2024-11-05,0.44,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""The millennial-skewed telehealth platform Hims & Hers (HIMS) announced M""]"
2024-11-05,0.92,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Hims & Hers Health jumps on earnings. CFO talks GLP-1 influences."", ""any reported better than expected third quarter revenue and raised its outlook. The tel""]"
2024-11-06,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Harding Loevner International Developed Markets Equity Q3 2024 Report""]"
2024-11-06,0.48,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""PFE or NVO: Which Is the Better Value Stock Right"", ""PFE vs. NVO: Which Stock Is the Better Value Option""]"
2024-11-06,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""$285m deal with Ascendis to create once-monthly GLP-1RA"", ""Ascendis Pharma will license its TransCon technology to Novo to develop therapies for metabo""]"
2024-11-06,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk A/S (NVO) Q3 2024 Earnings Call Transcript"", ""Novo Nordisk A/S (NVO) Q3 2024 Earnings Conference Call November 6, 2024 7:00 A""]"
2024-11-06,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""5 Things to Know Before the Stock Market Opens""]"
2024-11-06,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk: A GLP-1 Leader Faces Increasing Competition""]"
2024-11-06,0.92,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisks sales growth next year could be in the high teens in""]"
2024-11-06,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Ozempic/Wegovy Maker Maintains Q3 Sales Growth"", ""o Nordisk A/S (NYSE:NVO) reported third-quarter 2024 sales of 71.311 billion Danish kro""]"
2024-11-06,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo said Wegovy had 215,000 prescriptions per week in t""]"
2024-11-06,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Wegovy sales are slaying for Novo Nordisk righ"", ""sk’s (NVO) blockbuster weight loss drug Wegovy continue to soar, surpassing Wall Stree""]"
2024-11-06,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""he market opened Wednesday as its third-quarter sales fell short of estimates despite c""]"
2024-11-07,0.92,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk Q3 earnings: Wegovy sales soar 79% year-over-year"", ""Novo Nordisk (NVO) revealed mixed third quarter results, the pharmaceutical giant narro""]"
2024-11-07,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk Dominates Obesity Market as Wegovy Sales Soar 76%"", ""sk on track for unprecedented growth in obesity care.""]"
2024-11-07,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk (NVO) Q3 2024 Earnings Call Transcript"", ""NVO earnings call for the period ending September 30""]"
2024-11-07,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""NVO Misses Q3 Earnings & Revenue Estimates, Updates 2024 View"", ""-than-expected Q3 results, missing both earnings and revenue estimates. Management updat""]"
2024-11-07,0.86,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Novo Nordisk, in a mixed-bag earnings report, beat expectations on Wegovy sal"", ""Novo Nordisk reported mixed Q3 earnings, but GLP-1 drugs contributed to revenue""]"
2024-11-07,0.36,Indirectly Related,Mentions novo nordisk or sector/peer factors with plausible but weaker near-term impact on novo nordisk.,"[""hose with exposure to privately managed Medicare Advantage plans, are in focus after Pre""]"
2024-11-07,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move novo nordisk next week.","[""Strong Wegovy revenue growth for Novo Nordisk but sha"", ""Sales of the GLP-1RA hit $2.5bn in Q3, a 79% increase over""]"
2024-11-07,0.12,Unrelated,General market or unrelated content with no expected near-term effect on novo nordisk.,"[""Top 20 biopharmas’ market cap rises 2% in Q3 2024 amid flurry of drug approvals""]"
