date,relevance_score,category,rationale,evidence_spans
2024-12-16,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""Abbott Increases Quarterly Dividend for 53rd Consecutive Year"", ""increased the companys quarterly common dividend to 59 cents per share, an increase of 7""]"
2024-12-17,0.48,Indirectly Related,Mentions abbott or sector/peer factors with plausible but weaker near-term impact on abbott.,"[""Are Abbott Laboratories (NYSE:ABT) Fundamentals Go"", ""is hard to get excited after looking at Abbott Laboratories (NYSE:ABT) recent performa""]"
2024-12-17,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""g (LBBAP) procedures using the companys investigational AVEIR™ Conduction System Pacing (CSP)""]"
2024-12-17,0.06,Unrelated,General market or unrelated content with no expected near-term effect on abbott.,"[""Mairs & Power Balanced Fund Q3 2024 Commentary""]"
2024-12-18,0.48,Indirectly Related,Mentions abbott or sector/peer factors with plausible but weaker near-term impact on abbott.,"[""ABT Stock Up on First Successful LBBAP Proc"", ""Abbott completes the worlds first leadless pac""]"
2024-12-18,0.06,Unrelated,General market or unrelated content with no expected near-term effect on abbott.,"[""The Smartest Dividend Stocks to Buy With $500 Right Now""]"
2024-12-18,0.48,Indirectly Related,Mentions abbott or sector/peer factors with plausible but weaker near-term impact on abbott.,"[""Abbott (ABT) Increases Despite Market Slip: He"", ""In the latest trading session, Abbott (ABT) closed at $113.29, marking a +0.5""]"
2024-12-18,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""Abbotts FreeStyle Libre® 2 Now Reimbursed for Children and Adul"", ""Government of Alberta has added Abbotts FreeStyle Libre 2* flash glucose monitoring system to t""]"
2024-12-18,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""y when compared to competitors despite daily gains"", ""y when compared to competitors despite daily gains""]"
2024-12-19,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""2 Top Dividend Stocks to Buy and Hold Through 2025 and"", ""ever the answer is, it probably wont be dividend investing.  Lets consider two income-fo""]"
2024-12-19,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""Reasons to Retain ABT Stock in Your Portfolio Now""]"
2024-12-19,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""technology stocks for stable portfolio gains in 2025: VCYT, OMCL, MASI and ABT.""]"
2024-12-20,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""The Zacks Analyst Blog Highlights Veracyte, Omnicell, Mas"", ""bbott Laboratories are included in this Analyst Blog.""]"
2024-12-22,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""The main point of investing for the long term i""]"
2024-12-24,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""r CFPB sues Rocket Mortgages. Abbott in settlement with DexCom over continuous glucose mon""]"
2024-12-24,0.48,Indirectly Related,Mentions abbott or sector/peer factors with plausible but weaker near-term impact on abbott.,"[""Abbott (ABT) Rises Yet Lags Behind Market: Som"", ""The latest trading day saw Abbott (ABT) settling at $114.31, representing""]"
2024-12-24,0.12,Unrelated,General market or unrelated content with no expected near-term effect on abbott.,"[""Ensign Expands Footprint With Buyout of Eight Healthcare Facilities""]"
2024-12-24,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""DexCom, Abbott Agree to Settlement in Patent Litigation"", ""DexCom, Abbott Agree to Settlement in Patent Litigation""]"
2024-12-24,0.48,Indirectly Related,Mentions abbott or sector/peer factors with plausible but weaker near-term impact on abbott.,"[""Abbott Laboratories stock rises Monday, still"", ""Abbott Laboratories stock rises Monday, still""]"
2024-12-25,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""Abbott, DexCom settlement ‘not a complete surprise,’ says Wells F"", ""ber 20, they settled and entered into a cross-license agreement to resolve all outstanding pa""]"
2024-12-25,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""DexCom, Abbott agree to settle patent litigation"", ""sed, DexCom has been involved in global patent litigation with Abbott (ABT) Diabetes C""]"
2024-12-25,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""Abbott (ABT) Ascends But Remains Behind Market: Some Facts to Note""]"
2024-12-25,0.12,Unrelated,General market or unrelated content with no expected near-term effect on abbott.,"[""Glaukos Stock Down Despite NDA Submission of Epioxa to the FDA""]"
2024-12-27,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""growth prospects and consistent share gains make it a compelling pick for investo""]"
2024-12-27,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""Growing Biosimilars Business, New Partnerships Support ABT Stock"", ""s continues to benefit from the growing sales of its flagship, sensor-based continuou""]"
2024-12-27,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""is largely controlled by institutional shareholders who own 77% of the company""]"
2024-12-28,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""Abbott Laboratories (NYSE:ABT) stands against Diamond Hill Capital’s other stock p""]"
2024-12-28,0.36,Indirectly Related,Mentions abbott or sector/peer factors with plausible but weaker near-term impact on abbott.,"[""d have a solid track record of earnings growth and promising long-term prospects.  Sec""]"
2024-12-30,0.12,Unrelated,General market or unrelated content with no expected near-term effect on abbott.,"[""5 MedTech Stocks That Are Poised to Beat the Market in 2025""]"
2024-12-30,0.44,Indirectly Related,Mentions abbott or sector/peer factors with plausible but weaker near-term impact on abbott.,"[""Learn how the power of dividend growth investing and how commitment and a long""]"
2024-12-30,0.06,Unrelated,General market or unrelated content with no expected near-term effect on abbott.,"[""Highest Quality Dividend Kings For 2025""]"
2024-12-31,0.75,Directly Related,"Article contains company-specific, near-term catalyst (earnings/regulatory/transaction) likely to move abbott next week.","[""sh Flow to Equity, Abbott Laboratories fair value estimate is US$138 With US$113..""]"
2024-12-31,0.12,Unrelated,General market or unrelated content with no expected near-term effect on abbott.,"[""Boston Scientific Corporation: Solid Financials And Upward Continuation""]"
