date,headline,source,summary
2024-11-04,Clean-Energy Stocks Rally as Poll Raises Hope for Harris Win,MarketWatch,Clean-Energy Stocks Rally as Poll Raises Hope for Harris Win
2024-11-04,First Solar Is Positioned For Enduring Success,Yahoo,The company is the Wests largest solar panel manufacturer
2024-11-05,"Equity funds, Trump vs. Harris trade, Southwest: Top Stories",Yahoo,"US equity funds saw their biggest weekly outflows in over a month last week, totaling $5.83 billion, as Wall Street contends with market volatility and has begun pricing in the Federal Reserves next interest rate decision to come later this week. Investors are watching a variety of stocks linked to the respective Trump and Harris trades ahead of Election Day this Tuesday. Southwest Airlines (LUV) names Rakesh Gangwal as its new board chair. Yahoo Finance special reporter Rachelle Akuffo recaps several of the biggest market stories this morning. To watch more expert insights and analysis on the latest market action, check out more Wealth here. This post was written by Luke Carberry Mogan."
2024-11-06,Sharp drops in solar stocks translate to sizable paper gains for short sellers,MarketWatch,Sharp drops in solar stocks translate to sizable paper gains for short sellers
2024-11-06,"Premarket movers: DJT, MicroStrategy, Tesla surge while renewable stocks slump",MarketWatch,"Premarket movers: DJT, MicroStrategy, Tesla surge while renewable stocks slump"
2024-11-06,"Why First Solar, Sunnova Energy, and Plug Power Stocks All Crashed Today",Yahoo,Green energy stocks are selling off post-election. Is this a buying opportunity?
2024-11-07,Why Renewable Energy Stocks Plunged Today,Yahoo,"The election didnt help, but its bonds investors should be watching."
2024-11-07,"Trump win fuels stock rally: Nasdaq up 400 points, gold plunges",Yahoo,"Yahoo Finance Anchor Rachelle Akuffo breaks down the top market stories of the day. All major indexes are in the green as investors react positively to the results of the US presidential election. The Nasdaq Composite (^IXIC) is up a notable 400 points today. The race for control of the House of Representatives remains in focus. The Democrats have won 181 seats while the Republicans have 199 seats, with 55 seats yet to be called. However, the Republicans have secured a majority in the Senate. Meanwhile, gold (GC=F) prices are falling as investors shift away from the traditional safe-haven asset and embrace the Trump trade instead. Stocks in the green energy sector that were previously buoyed by the prospect of a Democratic victory are now plummeting in the wake of Trumps win. Another stock in the spotlight is Meta Platforms (META) as the Supreme Court is set to hear an appeal from the tech giant regarding a securities fraud lawsuit today. To watch more expert insights and analysis on the latest market action, check out more Wealth here. This post was written by Angel Smith"
2024-11-10,Trump Stocks Are Soaring. What Comes Next for the Trade.,MarketWatch,Trump Stocks Are Soaring. What Comes Next for the Trade.
2024-11-12,"Is First Solar, Inc. (FSLR) Best Alternative Energy Stock To Buy According to Hedge Funds?",Yahoo,"We recently published a list of 10 Best Alternative Energy Stocks To Buy According to Hedge Funds. In this article, we are going to take a look at where First Solar, Inc. (NASDAQ:FSLR) stands against other best alternative energy stocks to buy according to hedge funds. Tyler Rosenlicht, Head of Natural Resource Equities at Cohen […]"
2024-11-13,America’s Struggling Solar Industry Has a New Comeback Plan,MarketWatch,America’s Struggling Solar Industry Has a New Comeback Plan
2024-11-18,"Is First Solar, Inc. (FSLR) A Promising Energy Stock According to Hedge Funds?",Yahoo,"We recently compiled a list of the 10 Most Promising Energy Stocks According to Hedge Funds. In this article, we are going to take a look at where First Solar, Inc. (NASDAQ:FSLR) stands against the other promising energy stocks. In the next decade, global power demand is expected to grow by over 30%, largely fueled by […]"
2024-11-22,First Solar Stock Loses 21% in Three Months: Should You Buy the Dip?,Yahoo,"Investors interested in solar stocks should refrain from buying FSLR stock right now, considering its premium valuation and poor VGM score."
2024-11-23,Buy First Solar Stock on the Dip. Solar Energy Will Be Too Good an Opportunity for President-Elect Trump to Pass Up.,Yahoo,Solar powers growth has become unstoppable for all the right reasons.
2024-11-23,Why GE Vernova is this analysts energy sector pick under Trump,Yahoo,"President-elect Donald Trump has picked Liberty Energy (LBRT) CEO Chris Wright as his pick for secretary of the Department of Energy (DOE). Wright also sits on the board of nuclear energy provider Oklo Inc. (OKLO). William Blair group head of energy and sustainability research sector Jed Dorsheimer joins Julie Hyman and Madison Mills on Market Domination Overtime to discuss what stocks within the energy sector benefit the most from a second Trump administration. Wright is a fantastic pick [for DOE secretary] in terms of GE Vernova (GEV), Dorsheimer says, adding that the company is the worlds leader in energy in terms of its market share making natural gas turbines and switchgear substations. Watch the video above for Dorsheimers perspective on Trump-era energy policies, the impact of artificial intelligence (AI) data centers, how Trumps proposed Department of Government Efficiency Commission (DOGE), co-led by Elon Musk and Vivek Ramaswamy could affect the future of nuclear energy, and more. To watch more expert insights and analysis on the latest market action, check out more Market Domination Overtime here. This post was written by Naomi Buchanan."
2024-11-27,"TAN: A So Bad, Its Good Play, Undervalued, Bullish Technicals Emerge (Rating Upgrade)",SeekingAlpha,Seasonal trends are bullish from December through February. See why TAN is upgraded from hold to buy due to undervaluation and bullish technical indicators.
2024-12-03,"First Solar Stock: Buy, Sell, or Hold?",Yahoo,"First Solar (NASDAQ: FSLR) has been one of only a few success stories in the solar industry over the past decade.  Over the past five years, First Solar stock is up an incredible 255%, but the companys performance doesnt tell the same growth story.  Between 2023 and 2026, management expects to increase production from 16.6 gigawatts (GW) to 25.2 GW, mostly in the U.S."
2024-12-03,S&P 500 Rises 5.7% In November To Log Best Month Of 2024,SeekingAlpha,The S&P 500 posted its best one-month performance in November as a post-election stock bump lifted markets broadly. Click to read.
2024-12-04,3 US Stocks That May Be Trading Below Estimated Value In December 2024,Yahoo,"As the U.S. stock market reaches new heights with the S&P 500 and Nasdaq hitting record levels, investors are keenly observing opportunities that may still be trading below their intrinsic value amidst this post-election rally. In such a vibrant market environment, identifying stocks that appear undervalued can offer potential avenues for growth, especially when these companies show strong fundamentals or have been overlooked by the broader market sentiment."
2024-12-05,CLSE: Long-Short ETF Ahead Of The Competition,SeekingAlpha,"Since Convergence Long/Short Equity ETF was listed in February 2022, it has outperformed the S&P 500 and a number of long-short ETFs. Moreover, it was resilient in the 2022 market downturn."
2024-12-06,"Canadian Solar Q3 Earnings Surpass Estimates, Revenues Fall Y/Y",Yahoo,"CSIQ reported third-quarter revenues of $1.51 billion, which lagged the Zacks Consensus Estimate by 10.7%. The top line also declined 18.3% from the year-ago quarters level."
2024-12-07,First Solar Could Benefit From Trumps Energy Policy. Heres How Investors Can Cash In.,Yahoo,Rising support for domestic energy of all types under president-elect Trump means solar stocks could be worth a look.
2024-12-09,Tax-Loss Stocks To Sell Before Everyone Else Does,SeekingAlpha,"Prepare for tax-loss selling at year-end by considering selling underperforming stocks like Celanese, Walgreens, and Intel. Explore more details here."
2024-12-10,Southwest Airlines and 9 Other Stocks for a ‘Just Right’ Economy,MarketWatch,Southwest Airlines and 9 Other Stocks for a ‘Just Right’ Economy
2024-12-13,First Solar Stock Sees $350 Million Buy From Big Investors,Yahoo,Farhad “Fred” Ebrahimi and his wife Mary Wilkie Ebrahimi bought 1.75 million more First Solar shares on the open market.
2024-12-13,"Renewables to Contribute More to Electricity: MAXN, NXT, FSLR to Gain?",Yahoo,"The United States will witness increasing electricity generation from renewable sources. Maxeon Solar, Nextracker and First Solar are thus well poised to gain."
2024-12-14,These sectors will outperform in 2025: Portfolio mgr.,Yahoo,"F/M Investments senior vice president and senior portfolio manager Francisco Bido offers a preview of the market landscape headed into 2025, highlighting key sectors and transformative trends on Wealth! Bido identifies information technology and retail as his top two sectors for the upcoming year. Within these sectors, he spotlights companies like AMD (AMD), First Solar (FSLR), Palantir (PLTR), and Burlington Coat Factory (BURL) as promising investment opportunities. Artificial intelligence emerges as a standout sector with significant growth potential, especially as data centers become increasingly prevalent. This is just the beginning of a long-term ramp-up, so its gonna carry into 2025, 2026, and God knows when, Bido explains, emphasizing the sustained momentum of AI innovation. Watch the video above to hear Bidos outlook on the consumer picture for the upcoming year. To watch more expert insights and analysis on the latest market action, check out more Wealth here. This post was written by Angel Smith"
2024-12-16,El Pollo Loco and Nutrien have been highlighted as Zacks Bull and Bear of the Day,Yahoo,El Pollo Loco and Nutrien have been highlighted as Zacks Bull and Bear of the Day.
2024-12-18,"Declining Stock and Solid Fundamentals: Is The Market Wrong About First Solar, Inc. (NASDAQ:FSLR)?",Yahoo,"With its stock down 22% over the past three months, it is easy to disregard First Solar (NASDAQ:FSLR). However, stock..."
2024-12-20,"First Solar, Frontier Communications, and More Stocks See Action From Activist Investors",MarketWatch,"First Solar, Frontier Communications, and More Stocks See Action From Activist Investors"
2024-12-25,JinkoSolar Holding Stock Scores RS Rating Upgrade,Yahoo,"JinkoSolar Holding stock saw a welcome improvement to its Relative Strength (RS) Rating on Tuesday, rising from 71 to 82. This proprietary rating tracks market leadership by showing how a stocks price movement over the last 52 weeks compares to that of the other stocks in our database."
2024-12-30,Is First Solar (FSLR) Among the Best Renewable Energy Stocks to Buy Now?,Yahoo,"We recently published a list of the 11 Best Renewable Energy Stocks To Buy Now. In this article, we are going to take a look at where First Solar, Inc. (NASDAQ:FSLR) stands against the other best renewable energy stocks to buy now. The future of President Joe Biden’s landmark climate legislation, the Inflation Reduction Act […]"
2024-12-31,These Were Analysts Favorite Stocks For 2024 — How Did They Do?,DowJones,These Were Analysts Favorite Stocks For 2024 — How Did They Do?
2025-01-03,3 US Stocks That May Be Trading At A Discount,Yahoo,"As the United States stock market begins 2025 on a cautious note, extending a recent slump with major indices like the S&P 500 and Nasdaq Composite experiencing consecutive losing sessions, investors are keenly observing potential opportunities amidst the downturn. In this environment, identifying undervalued stocks becomes crucial as these may offer attractive entry points for those looking to capitalize on discrepancies between current market prices and intrinsic value."
2025-01-03,This Domestic Solar Stock (FSLR) Could Shine In Your Portfolio If President-elect Donald Trump Imposes Tariffs On Chinese Solar Panels,Yahoo,"During his presidential campaign, Donald Trump promised to impose tariffs on certain Chinese imports, such as solar panels. Although economists still debate whether Trumps tariffs will benefit Americas economy, domestic solar producers certainly ..."
2025-01-04,"First Solar Inc. stock falls Friday, underperforms market",MarketWatch,"First Solar Inc. stock falls Friday, underperforms market"
2025-01-04,First Solar (FSLR) Stock Declines While Market Improves: Some Information for Investors,Yahoo,"First Solar (FSLR) reachead $186.43 at the closing of the latest trading day, reflecting a -0.02% change compared to its last close."
2025-01-07,Is First Solar (FSLR) Stock Due for an Extended Rebound?,Yahoo,"Despite spiking as much as +6% in Mondays trading session, First Solar (FSLR) stock is still 37% from its 52-week high of over $300 a share last June."
2025-01-08,"First Solar Inc. stock rises Tuesday, outperforms market",MarketWatch,"First Solar Inc. stock rises Tuesday, outperforms market"
2025-01-13,The Challenges Of The Energy Transition And 26 Companies That Might Benefit From It,SeekingAlpha,Areas such as grids and storage are crucial to the success of the energy transition. Check out the various challenges posed by the energy transition.
2025-01-14,First Solar Shines Through Cloudy Market,SeekingAlpha,"Financial writer bullish on undervalued First Solar, citing long-term growth trends and strong balance sheet amidst market fears and oversupply."
2025-01-14,5 Growth Stocks For 2025,SeekingAlpha,"My 2024 picks outperformed, but growth investing requires patience. Read why SoFi, Galaxy Digital, and others are great choices for 2025 with a long-term view."
2025-01-17,Nextracker Stock Reaches 80-Plus RS Rating Benchmark,DowJones,Nextracker Stock Reaches 80-Plus RS Rating Benchmark
2025-01-21,First Solar Supports Missouri S&T Efforts to Secure Critical Materials Supply Chains,Finnhub,American solar manufacturer establishes endowed professorship in critical energy materials...
2025-01-24,First Solar: Dont Let This Buying Opportunity Go To Waste,SeekingAlpha,"Despite First Solars recent stock decline, long-term thesis remains intact. Read more about FSLR stock here."
2025-01-28,"First Solar Inc. stock falls Monday, underperforms market",MarketWatch,"First Solar Inc. stock falls Monday, underperforms market"
2025-01-28,"First Solar, Inc. to Announce Fourth Quarter and Full Year 2024 Financial Results and 2025 Financial Guidance on February 25, 2025",Finnhub,"First Solar, Inc. will report financial results for the fourth quarter and full year ended December 31, 2024, and discuss its 2025 financial guidance and outlook, after the market closes on Tuesday,..."
2025-01-30,"First Solar Inc. stock rises Wednesday, outperforms market",MarketWatch,"First Solar Inc. stock rises Wednesday, outperforms market"
2025-01-30,Nextracker: Riding The Solar Boom With Industry-Leading Innovation,SeekingAlpha,Nextracker reported $679 million in Q3 revenue with significant free cash flow growth and a record backlog exceeding $4.5 billion. Learn more on NXT stock here.
2025-02-05,Enphase Earnings Are Lifting Solar Stocks. What Wall Street Thinks.,MarketWatch,Enphase Earnings Are Lifting Solar Stocks. What Wall Street Thinks.
2025-02-05,"First Solar bars use of deep-sea minerals, early win for ESG group",Finnhub,"First Solar agreed to refrainfrom using minerals mined from the deep sea, an early win forshareholder environmental activists and a sign their agendamight make progress despite opposition from U.S...."
2025-02-07,3 Renewable-Energy Stocks That Could Thrive Under Trump,MarketWatch,3 Renewable-Energy Stocks That Could Thrive Under Trump
2025-02-11,First Solar Inc. stock underperforms Monday when compared to competitors,MarketWatch,First Solar Inc. stock underperforms Monday when compared to competitors
2025-02-11,Why First Solar Wins Even if Trump Does Away With Tax Credits,MarketWatch,Why First Solar Wins Even if Trump Does Away With Tax Credits
2025-02-19,First Solar Stock: Deep Analysis Reveals Solars Geopolitical Importance,SeekingAlpha,"First Solar, Inc.s U.S. dominance, strategic growth, and energy security focus make it a strong long-term investment. Read more on FSLR stock update."
2025-02-19,First Solar Inc. stock underperforms Tuesday when compared to competitors despite daily gains,MarketWatch,First Solar Inc. stock underperforms Tuesday when compared to competitors despite daily gains
2025-02-25,Home Depot and Workday headline earnings,MarketWatch,Home Depot and Workday headline earnings
2025-02-26,First Solar Initiates Legal Action Against JinkoSolar for Infringement of TOPCon Technology Patents,Finnhub,"First Solar, Inc. today announced the filing of a lawsuit against Shanghai-headquartered JinkoSolar and its related entities alleging infringement of First Solar’s US Patent No. 9,130,074 . The..."
2025-02-26,"First Solar, Inc. (FSLR) Q4 2024 Earnings Call Transcript",SeekingAlpha,"First Solar, Inc. (NASDAQ:FSLR) Q4 2024 Earnings Conference Call February 25, 2025 4:30 PM ETCompany ParticipantsByron Jeffers - Head of IRMark Widmar -..."
2025-02-26,"First Solar forecasts higher 2025 sales, initiates legal action against JinkoSolar",Yahoo,"The Biden administration had imposed a round of tariffs on solar panel imports from four Southeast Asian nations in November, after American manufacturers complained companies were flooding the market with unfairly cheap goods, benefiting U.S. companies such as First Solar that produce domestically.  Separately, the company said it has initiated legal action against Shanghai-based JinkoSolar for infringement of TOPCon, a technology which improves efficiency of solar panels, patents in the United States District Court of Delaware."
2025-02-26,First Solar Inc. stock underperforms Tuesday when compared to competitors,MarketWatch,First Solar Inc. stock underperforms Tuesday when compared to competitors
2025-02-26,First Solar (NASDAQ:FSLR) Posts Better-Than-Expected Sales In Q4,Yahoo,"Solar panel manufacturer First Solar (NASDAQ:FSLR) announced better-than-expected revenue in Q4 CY2024, with sales up 30.7% year on year to $1.51 billion. The company expects the full year’s revenue to be around $5.55 billion, close to analysts’ estimates. Its GAAP profit of $3.65 per share was 23.9% below analysts’ consensus estimates."
2025-02-27,First Solar Stock Pops. Its ‘Messy’ Quarter is Good Enough.,Yahoo,"The company projected strong earnings growth, and some analysts think pressure on the stock is overdone."
2025-02-27,Why First Solar (FSLR) Is Rallying Today,Yahoo,"First Solar (FSLR) is jumping 11% after the solar panel maker reported higher-than-expected fourth-quarter revenue and provided 2025 sales guidance that was also above analysts’ average estimates. Additionally, FSLR disclosed that it had taken “legal action” against China-based solar-cell maker JinkoSolar (JKS). The Highlights of FSLR’s Q4 Results and 2025 Guidance The company’s Q4 revenue […]"
2025-02-27,First Solar price target lowered to $251 from $280 at RBC Capital,Yahoo,"RBC Capital lowered the firm’s price target on First Solar (FSLR) to $251 from $280 and keeps an Outperform rating on the shares. The company’s Q4 results and 2025 guide were disappointing due to a series of headwinds, but while these could be transitory impacts, the timing for a resolution is uncertain due to limited visibility into policy, which is also impacting the company’s ability to efficiently manage its operations, the analyst tells investors in a research note. RBC’s price target cut a"
2025-03-01,What Moved Markets This Week,SeekingAlpha,"The U.S. stocks fell about 1% this week, closing a tough February overall for markets. Read more about this weeks major events on Wall Street."
2025-03-03,"First Solar, Inc. (FSLR): A Bull Case Theory",Yahoo,"We came across a bullish thesis on First Solar, Inc. (FSLR) on Substack by Long-Term Pick. In this article, we will summarize the bulls’ thesis on FSLR. First Solar, Inc. (FSLR)’s share was trading at $136.18 as of Feb 28th. FSLR’s trailing and forward P/E were 11.33 and 7.37 respectively according to Yahoo Finance. First Solar (FSLR) […]"
2025-03-05,Down More Than 50%: Analysts Say Now Is the Time to Bottom Fish These 2 Stocks,Yahoo,"The first big challenge in building a profitable stock portfolio? Picking the right stocks, naturally. Whether it’s blue-chip giants known for steady gains, high-risk plays that offer outsized returns, or dividend stocks that let you sit back and collect, every strategy has its champions. But today, we’re zeroing in on bargain stocks. Everyone likes a bargain. It’s the truth behind the old market cliché of “buy low and sell high.” Investors can build a solid portfolio by bottom fishing – that is"
2025-03-06,1 Industrials Stock to Own for Decades and 2 to Turn Down,Yahoo,"Industrials businesses quietly power the physical things we depend on, from cars and homes to e-commerce infrastructure. Still, their generally high capital requirements expose them to the ups and downs of economic cycles, and the industry’s six-month return of 1.8% has fallen short of the S&P 500’s 6.7% rise."
2025-03-07,First Solar (NasdaqGS:FSLR) Sees 16% Price Move Despite Growth In Annual Earnings,Yahoo,"First Solar (NasdaqGS:FSLR) recently announced significant growth in its annual and quarterly earnings, with a positive outlook for 2025 and expectations of increased net sales and operating income. However, despite this robust performance, the companys stock experienced a 16.54% downturn over the past week. This decline coincided with broader market sell-offs prompted by tariff uncertainties, which led to a notable 1.9% drop in the market as a whole. As tech stocks led the sell-off and..."
2025-03-07,First Solar Q4: Policy Uncertainty Creates A Rare Value Opportunity,SeekingAlpha,"First Solars deep oversold sentiment, growing quarterly earnings, and proactive supply chain considerations position it well. Read an analysis of FSLR stock here."
2025-03-17,"Is First Solar, Inc. (FSLR) The Most Undervalued NASDAQ Stock To Buy According To Hedge Funds?",Yahoo,"We recently published a list of 13 Most Undervalued NASDAQ Stocks To Buy According To Hedge Funds. In this article, we are going to take a look at where First Solar, Inc. (NASDAQ:FSLR) stands against other most undervalued NASDAQ stocks to buy according to hedge funds. The NASDAQ Index closed more than 10% below its […]"
2025-03-17,"First Solar (FSLR): Buy, Sell, or Hold Post Q4 Earnings?",Yahoo,"First Solar’s stock price has taken a beating over the past six months, shedding 45.1% of its value and falling to $131.85 per share. This was partly driven by its softer quarterly results and might have investors contemplating their next move."
2025-03-20,The word from U.S. companies to Wall Street in new Trump era is ‘uncertainty’,MarketWatch,The word from U.S. companies to Wall Street in new Trump era is ‘uncertainty’
2025-03-20,Energy Transition Today - Indias Emerging Role in Shaping Global Energy Markets,Yahoo,"Indias economic trajectory is set to significantly influence global energy demand, according to Wood Mackenzies latest Horizons report. While the countrys growth mirrors elements of Chinas past boom, it diverges by emphasizing lower energy intensity and a diversified energy mix. The report projects India as a major player in global energy markets, with substantial increases in coal, oil, and renewable energy demand by 2033. This growth is underpinned by high-value manufacturing and..."
2025-03-21,First Solar (FSLR) Suffers a Larger Drop Than the General Market: Key Insights,Yahoo,"First Solar (FSLR) closed the most recent trading day at $128.46, moving -0.68% from the previous trading session."
2025-03-25,"First Solar: Limited Impact Of IRA Overhang, Focus On Healthy Balance Sheet",SeekingAlpha,"Discover how First Solar navigates mixed earnings, policy headwinds, and valuation opportunities."
2025-03-25,"Is First Solar, Inc. (FSLR) the Best Energy Stock to Invest in According to Billionaires?",Yahoo,"We recently published a list of 12 Best Energy Stocks to Invest in According to Billionaires. In this article, we are going to take a look at where First Solar, Inc. (NASDAQ:FSLR) stands against other best energy stocks to invest in according to billionaires. After significantly lagging behind in 2024, the broader energy sector finally […]"
2025-03-25,ICLN: Stuck Between A Rock And A Hard Place,SeekingAlpha,"ICLN ETF faces challenges despite clean energy trends, with 48.5% losses since 2021."
2025-03-27,Energy Transition Today - Hydrogen Surge Powers Zero-Emission Transportation Revolution,Yahoo,"The U.S. Green Hydrogen Market for Mobility is experiencing a significant surge, driven by federal policy support, including measures like the Inflation Reduction Act, and expanding investments in hydrogen fueling infrastructure. Key advancements in electrolyzer technologies are enabling increased production of green hydrogen from renewable sources such as wind and solar. The adoption of fuel cell electric vehicles (FCEVs) is accelerating across various sectors, including passenger cars,..."
2025-04-03,Bumbershoot Holdings 2024 Investor Letter,SeekingAlpha,"Bumbershoot had over 10+ companies drop more than -15% in Dec. 2024. So, why does Bumbershoot actually believe 2024 was a solid year? Find out. "
2025-04-04,"Potatoes, discount chains and drugmakers offer havens in stock-market bloodbath",MarketWatch,"Potatoes, discount chains and drugmakers offer havens in stock-market bloodbath"
2025-04-05,"Victoria’s Secret, First Solar, and More Stocks See Action From Activist Investors",Yahoo,13D FILINGS These disclosures are from 13Ds filed with the Securities and Exchange Commission. 13Ds are filed within 10 days of an entity’s attaining more than 5% in any class of a company’s securities.
2025-04-08,First Solar: Resilient In Tough Market Conditions,SeekingAlpha,"First Solar shows relative strength in a pressured industry, benefiting from a strong balance sheet. See why I rate FSLR stock a buy now."
2025-04-09,Renewable Energy Stocks Q4 Results: Benchmarking Shoals (NASDAQ:SHLS),Yahoo,The end of an earnings season can be a great time to discover new stocks and assess how companies are handling the current business environment. Let’s take a look at how Shoals (NASDAQ:SHLS) and the rest of the renewable energy stocks fared in Q4.
2025-04-11,2 Oversold Stocks Ready to Bounce Back and 1 to Approach with Caution,Yahoo,"The past year hasnt been kind to the stocks featured in this article. Each has tumbled to their lowest points in 12 months, leaving investors to decide whether theyre witnessing fire sales or falling knives."
2025-04-18,"Trump Has Put Solar In Limbo. What It Means for First Solar, Enphase, Sunrun Earnings.",Yahoo,"Key themes heading into earnings include tariffs, IRA uncertainty, demand for residential solar, and what Trump’s policies will mean for interest rates."
2025-04-22,Option traders see volatile few days for Tesla stock as earnings loom,MarketWatch,Option traders see volatile few days for Tesla stock as earnings loom
2025-04-22,"S&P 500 Futures Climb in Premarket Trading; Northrop Grumman, Medpace Holdings Lag",MarketWatch,"S&P 500 Futures Climb in Premarket Trading; Northrop Grumman, Medpace Holdings Lag"
2025-04-23,"RTXs $850M tariff hit, 3M stock gains, 3,521% solar tariff",Yahoo,"Brad Smith examines some of the trading days trending stories as part of Yahoo Finances Market Minute. Defense stocks are under pressure after RTX (RTX) warns of an $850 million hit from tariffs despite cost-cutting efforts and some tariff exemptions. Shares of 3M (MMM) pop, lifting the Dow Jones Industrial Average (^DJI) higher, after the company maintained its full-year outlook despite trade war risks. Solar stocks like First Solar (FSLR), Sunrun (RUN), and SolarEdge (SEDG) are trading higher after the US imposed a large tariff on solar imports from several Southeast Asian countries. Stay up to date on the latest market action, minute-by-minute, with Yahoo Finances Market Minute."
2025-04-25,"Should You Buy, Hold or Sell First Solar Stock Before Q1 Earnings?",Yahoo,"Investors interested in FSLR stock should wait until next Tuesday, considering its negative Earnings ESP and premium valuation."
2025-04-29,Latest News In Energy Transition - Innovative Energy Storage Empowers California Health Center,Yahoo,"Recent developments in the energy transition landscape spotlight the awarding of a $10 million grant by the California Energy Commission to Quino Energy and Long Hill Energy Partners. This funding will enable the demonstration of an 8 MWh organic flow battery system at a regional health center in California, marking the first U.S. commercial deployment of Quino Energys technology. The project aims to provide critical energy resilience and significantly reduce electricity costs while..."
2025-04-30,Tariffs lead First Solar to slash its sales and profit outlook,MarketWatch,Tariffs lead First Solar to slash its sales and profit outlook
2025-04-30,"Super Micro shares dive, Nvidia dips, and other early market movers",MarketWatch,"Super Micro shares dive, Nvidia dips, and other early market movers"
2025-04-30,First Solar : Quarter 2025 Q1 2025 Press Release,Finnhub,"First Solar, Inc. today announced financial results for the first quarter ended March 31, 2025, and issued revised guidance to reflect the expected impact of the implement..."
2025-05-01,First Solar (FSLR) Slides 9% as Tariff Fallout Triggers Forecast Cut,Yahoo,"Broader market drops on weak GDP, Trumps trade policy fears"
